Games,NOC,Athletes,Sports,Events,Competitor Age (Avg),Competitor Height (Avg),Competitor Weight (Avg),M/F,Summer,Home_Field Adv,Year,Gold,Silver,Bronze,Medaled,Total Medals,Athletes per Event,% Medal Bronze
1988 Summer,BRA,159,21,106,25.132,180.358,75.226,1,1,0,1988,1,17,5,1,23,1.5,0.217
1988 Summer,BRN,6,3,7,23.833,180.667,69.833,1,1,0,1988,0,0,0,0,0,0.857,0.0
1988 Summer,BUL,171,16,120,24.24,177.275,74.766,1,1,0,1988,10,14,17,1,41,1.425,0.415
1988 Summer,BUR,2,1,4,24.5,176.5,71.0,1,1,0,1988,0,0,0,0,0,0.5,0.0
1988 Summer,CAF,15,3,4,25.0,189.133,80.4,1,1,0,1988,0,0,0,0,0,3.75,0.0
1988 Summer,CAN,328,23,193,25.116,177.009,72.192,1,1,0,1988,4,5,14,1,23,1.699,0.609
1988 Summer,CAY,8,2,7,24.0,179.0,69.5,1,1,0,1988,0,0,0,0,0,1.143,0.0
1988 Summer,CGO,7,1,7,24.143,176.714,66.286,1,1,0,1988,0,0,0,0,0,1.0,0.0
1988 Summer,CHA,5,1,5,23.0,180.0,67.4,1,1,0,1988,0,0,0,0,0,1.0,0.0
1988 Summer,CHI,17,6,14,27.235,180.0,78.706,1,1,0,1988,0,1,0,1,1,1.214,0.0
1988 Summer,CHN,271,25,150,23.133,174.053,68.565,1,1,0,1988,6,16,30,1,52,1.807,0.577
1988 Summer,CIV,7,3,7,23.0,173.429,65.571,1,1,0,1988,0,0,0,0,0,1.0,0.0
1988 Summer,CMR,13,4,19,23.538,174.615,77.308,1,1,0,1988,0,0,0,0,0,0.684,0.0
1988 Summer,COD,10,3,13,23.7,174.6,69.0,1,1,0,1988,0,0,0,0,0,0.769,0.0
1988 Summer,COK,7,3,8,23.714,172.286,68.429,1,1,0,1988,0,0,0,0,0,0.875,0.0
1988 Summer,COL,39,10,33,24.667,170.179,63.872,1,1,0,1988,0,0,1,1,1,1.182,1.0
1988 Summer,CRC,15,6,18,23.267,172.133,66.333,1,1,0,1988,0,1,0,1,1,0.833,0.0
1988 Summer,CYP,9,4,10,27.333,173.889,65.444,1,1,0,1988,0,0,0,0,0,0.9,0.0
1988 Summer,DEN,78,15,73,24.833,180.551,74.0,1,1,0,1988,3,1,3,1,7,1.068,0.429
1988 Summer,DJI,6,2,5,24.167,170.667,53.833,1,1,0,1988,0,0,1,1,1,1.2,1.0
1988 Summer,DOM,6,3,6,26.0,170.167,66.5,1,1,0,1988,0,0,0,0,0,1.0,0.0
1988 Summer,ECU,13,6,15,26.0,170.385,65.846,1,1,0,1988,0,0,0,0,0,0.867,0.0
1988 Summer,EGY,48,12,35,24.146,181.271,81.562,1,1,0,1988,0,0,0,0,0,1.371,0.0
1988 Summer,ESA,6,4,7,23.0,164.167,60.167,1,1,0,1988,0,0,0,0,0,0.857,0.0
1988 Summer,ESP,223,24,130,24.785,178.054,72.673,1,1,0,1988,1,2,2,1,5,1.715,0.4
1988 Summer,FIJ,23,5,31,27.13,177.087,72.087,1,1,0,1988,0,0,0,0,0,0.742,0.0
1988 Summer,FIN,78,15,66,27.167,177.654,75.583,1,1,0,1988,1,1,2,1,4,1.182,0.5
1988 Summer,FRA,265,23,167,25.34,177.392,70.626,1,1,0,1988,12,4,13,1,29,1.587,0.448
1988 Summer,FRG,347,24,194,25.135,180.363,74.916,1,1,0,1988,32,37,46,1,115,1.789,0.4
1988 Summer,GAB,2,2,2,21.5,164.0,57.0,1,1,0,1988,0,0,0,0,0,1.0,0.0
1988 Summer,GAM,3,1,3,21.667,170.333,65.0,1,1,0,1988,0,0,0,0,0,1.0,0.0
1988 Summer,GBR,342,22,191,25.784,177.05,71.813,1,1,0,1988,22,17,15,1,54,1.791,0.278
1988 Summer,GDR,259,16,157,23.923,180.645,76.346,1,1,0,1988,79,54,48,1,181,1.65,0.265
1988 Summer,GEQ,3,1,4,23.0,168.667,65.667,1,1,0,1988,0,0,0,0,0,0.75,0.0
1988 Summer,GHA,15,2,12,20.933,169.933,63.733,1,1,0,1988,0,0,0,0,0,1.25,0.0
1988 Summer,GRE,51,12,43,24.294,178.0,77.627,1,1,0,1988,0,0,1,1,1,1.186,1.0
1988 Summer,GRN,4,2,5,23.25,168.0,64.5,1,1,0,1988,0,0,0,0,0,0.8,0.0
1988 Summer,GUA,28,8,16,26.321,171.214,63.536,1,1,0,1988,0,0,0,0,0,1.75,0.0
1988 Summer,GUI,1,1,2,19.0,177.0,80.0,1,1,0,1988,0,0,0,0,0,0.5,0.0
1988 Summer,GUM,17,7,22,26.588,174.176,72.176,1,1,0,1988,0,0,0,0,0,0.773,0.0
1988 Summer,GUY,8,3,8,25.0,171.25,64.25,1,1,0,1988,0,0,0,0,0,1.0,0.0
1988 Summer,HAI,4,2,5,26.75,178.75,84.75,1,1,0,1988,0,0,0,0,0,0.8,0.0
1988 Summer,HKG,48,11,49,25.479,172.729,64.229,1,1,0,1988,0,0,0,0,0,0.98,0.0
1988 Summer,HON,8,3,15,21.375,172.0,60.625,1,1,0,1988,0,0,0,0,0,0.533,0.0
1988 Summer,HUN,188,20,135,24.59,178.569,76.245,1,1,0,1988,20,9,15,1,44,1.393,0.341
1988 Summer,INA,28,11,32,22.607,166.679,59.643,1,1,0,1988,0,3,0,1,3,0.875,0.0
1988 Summer,IND,42,9,23,24.071,168.381,62.643,1,1,0,1988,0,0,0,0,0,1.826,0.0
1988 Summer,IRI,23,3,21,22.913,171.217,66.174,1,1,0,1988,0,1,0,1,1,1.095,0.0
1988 Summer,IRL,60,12,47,26.5,177.117,69.767,1,1,0,1988,0,0,0,0,0,1.277,0.0
1988 Summer,IRQ,6,3,5,26.833,174.667,65.0,1,1,0,1988,0,0,0,0,0,1.2,0.0
1988 Summer,ISL,32,5,25,25.656,184.844,85.25,1,1,0,1988,0,0,0,0,0,1.28,0.0
1988 Summer,ISR,18,8,20,23.278,173.889,67.833,1,1,0,1988,0,0,0,0,0,0.9,0.0
1988 Summer,ISV,21,6,27,28.143,178.476,71.333,1,1,0,1988,0,1,0,1,1,0.778,0.0
1988 Summer,ITA,251,23,140,25.135,178.506,74.084,1,1,0,1988,11,10,8,1,29,1.793,0.276
1988 Summer,IVB,3,2,4,22.667,176.0,70.333,1,1,0,1988,0,0,0,0,0,0.75,0.0
1988 Summer,JAM,35,5,22,23.743,176.429,69.714,1,1,0,1988,0,7,0,1,7,1.591,0.0
1988 Summer,JOR,4,3,6,23.0,168.25,66.5,1,1,0,1988,0,0,0,0,0,0.667,0.0
1988 Summer,JPN,248,23,163,25.028,171.302,66.843,1,1,0,1988,4,3,13,1,20,1.521,0.65
1988 Summer,KEN,73,7,50,25.932,173.589,67.137,1,1,0,1988,5,2,2,1,9,1.46,0.222
1988 Summer,KOR,398,27,216,22.471,173.832,68.632,1,1,1,1988,28,37,12,1,77,1.843,0.156
1988 Summer,KSA,7,2,10,23.714,168.143,66.0,1,1,0,1988,0,0,0,0,0,0.7,0.0
1988 Summer,KUW,22,7,22,22.0,175.773,73.955,1,1,0,1988,0,0,0,0,0,1.0,0.0
1988 Summer,LAO,3,2,3,22.333,160.333,51.333,1,1,0,1988,0,0,0,0,0,1.0,0.0
1988 Summer,LBA,2,1,3,24.5,178.0,74.0,1,1,0,1988,0,0,0,0,0,0.667,0.0
1988 Summer,LBR,4,2,7,22.5,167.75,56.25,1,1,0,1988,0,0,0,0,0,0.571,0.0
1988 Summer,LES,6,2,5,23.333,165.0,61.333,1,1,0,1988,0,0,0,0,0,1.2,0.0
1988 Summer,LIB,21,8,28,21.333,173.0,72.286,1,1,0,1988,0,0,0,0,0,0.75,0.0
1988 Summer,LIE,12,5,15,24.417,176.917,71.833,1,1,0,1988,0,0,0,0,0,0.8,0.0
1988 Summer,LUX,8,4,11,28.125,172.0,63.75,1,1,0,1988,0,0,0,0,0,0.727,0.0
1988 Summer,MAR,19,3,17,24.368,172.421,59.105,1,1,0,1988,1,0,2,1,3,1.118,0.667
1988 Summer,MAS,8,5,12,23.125,172.125,64.0,1,1,0,1988,0,0,0,0,0,0.667,0.0
1988 Summer,MAW,15,3,15,25.933,160.0,65.333,1,1,0,1988,0,0,0,0,0,1.0,0.0
1988 Summer,MDV,7,1,5,19.857,163.857,55.429,1,1,0,1988,0,0,0,0,0,1.4,0.0
1988 Summer,MEX,83,17,82,24.446,174.627,65.753,1,1,0,1988,0,0,2,1,2,1.012,1.0
1988 Summer,MGL,28,5,28,24.393,171.536,67.821,1,1,0,1988,0,0,1,1,1,1.0,1.0
1988 Summer,MLI,1,1,2,21.0,186.0,82.0,1,1,0,1988,0,0,0,0,0,0.5,0.0
1988 Summer,MLT,6,4,6,23.667,167.5,63.833,1,1,0,1988,0,0,0,0,0,1.0,0.0
1988 Summer,MON,9,7,9,26.333,177.111,73.889,1,1,0,1988,0,0,0,0,0,1.0,0.0
1988 Summer,MOZ,4,2,4,23.0,175.25,68.75,1,1,0,1988,0,0,0,0,0,1.0,0.0
1988 Summer,MRI,8,5,9,24.625,173.625,65.875,1,1,0,1988,0,0,0,0,0,0.889,0.0
1988 Summer,MTN,6,2,7,25.0,175.333,78.167,1,1,0,1988,0,0,0,0,0,0.857,0.0
1988 Summer,MYA,2,1,3,27.5,160.5,43.0,0,1,0,1988,0,0,0,0,0,0.667,0.0
1988 Summer,NED,145,17,86,25.6,180.972,75.634,1,1,0,1988,3,6,34,1,43,1.686,0.791
1988 Summer,NEP,5,1,5,26.0,165.2,55.0,1,1,0,1988,0,0,0,0,0,1.0,0.0
1988 Summer,NGR,36,7,27,23.056,175.056,74.111,1,1,0,1988,0,0,0,0,0,1.333,0.0
1988 Summer,NOR,68,11,42,25.147,178.838,74.191,1,1,0,1988,2,20,0,1,22,1.619,0.0
1988 Summer,NZL,79,16,56,27.468,178.911,74.278,1,1,0,1988,4,4,15,1,23,1.411,0.652
1988 Summer,OMA,6,2,7,25.333,170.333,63.667,1,1,0,1988,0,0,0,0,0,0.857,0.0
1988 Summer,PAK,26,5,12,23.192,174.077,67.5,1,1,0,1988,0,0,0,0,0,2.167,0.0
1988 Summer,PAN,6,3,9,24.333,168.5,64.667,1,1,0,1988,0,0,0,0,0,0.667,0.0
1988 Summer,PAR,6,3,8,22.333,175.833,71.667,1,1,0,1988,0,0,0,0,0,0.75,0.0
1988 Summer,PER,21,7,15,24.048,176.19,71.143,1,1,0,1988,0,12,0,1,12,1.4,0.0
1988 Summer,PHI,31,11,40,23.161,168.065,62.387,1,1,0,1988,0,0,1,1,1,0.775,1.0
1988 Summer,PNG,8,2,12,24.25,167.875,60.625,1,1,0,1988,0,0,0,0,0,0.667,0.0
1988 Summer,POL,143,19,105,25.497,177.315,74.661,1,1,0,1988,2,9,10,1,21,1.362,0.476
1988 Summer,POR,64,14,59,24.062,173.641,66.531,1,1,0,1988,1,0,0,1,1,1.085,0.0
1988 Summer,PUR,23,7,12,26.783,187.391,83.043,1,1,0,1988,0,0,0,0,0,1.917,0.0
1988 Summer,QAT,8,2,9,22.75,177.25,70.0,1,1,0,1988,0,0,0,0,0,0.889,0.0
1988 Summer,ROU,68,10,59,23.647,173.603,70.0,1,1,0,1988,8,34,16,1,58,1.153,0.276
1988 Summer,RWA,5,1,7,23.6,164.4,57.6,1,1,0,1988,0,0,0,0,0,0.714,0.0
1988 Summer,SAM,11,4,11,23.0,172.273,73.455,1,1,0,1988,0,0,0,0,0,1.0,0.0
1988 Summer,SEN,14,3,11,26.071,179.786,74.286,1,1,0,1988,0,1,0,1,1,1.273,0.0
1988 Summer,SLE,10,4,12,23.9,176.0,72.6,1,1,0,1988,0,0,0,0,0,0.833,0.0
1988 Summer,SMR,11,6,12,27.182,175.636,73.818,1,1,0,1988,0,0,0,0,0,0.917,0.0
1988 Summer,SOL,3,3,4,23.0,174.0,70.333,1,1,0,1988,0,0,0,0,0,0.75,0.0
1988 Summer,SOM,4,1,4,23.25,176.25,64.5,1,1,0,1988,0,0,0,0,0,1.0,0.0
1988 Summer,SRI,6,3,9,25.833,168.167,57.667,1,1,0,1988,0,0,0,0,0,0.667,0.0
1988 Summer,SUD,5,2,5,27.8,175.8,70.8,1,1,0,1988,0,0,0,0,0,1.0,0.0
1988 Summer,SUI,99,17,83,27.354,177.808,72.333,1,1,0,1988,0,6,2,1,8,1.193,0.25
1988 Summer,SUR,6,4,10,21.5,173.833,66.167,1,1,0,1988,1,0,0,1,1,0.6,0.0
1988 Summer,SWE,175,23,110,25.817,181.554,77.234,1,1,0,1988,0,5,10,1,15,1.591,0.667
1988 Summer,SWZ,8,4,10,26.125,168.75,69.875,1,1,0,1988,0,0,0,0,0,0.8,0.0
1988 Summer,SYR,13,4,13,22.769,170.231,73.231,1,1,0,1988,0,0,0,0,0,1.0,0.0
1988 Summer,TAN,10,2,9,23.5,167.3,62.1,1,1,0,1988,0,0,0,0,0,1.111,0.0
1988 Summer,TCH,163,17,97,24.761,179.798,77.54,1,1,0,1988,3,4,3,1,10,1.68,0.3
1988 Summer,TGA,5,2,7,22.2,182.6,82.6,1,1,0,1988,0,0,0,0,0,0.714,0.0
1988 Summer,THA,12,4,12,25.583,165.083,58.083,1,1,0,1988,0,0,1,1,1,1.0,1.0
1988 Summer,TOG,6,2,6,23.333,173.0,64.833,1,1,0,1988,0,0,0,0,0,1.0,0.0
1988 Summer,TPE,60,13,84,22.933,168.817,63.533,1,1,0,1988,0,0,0,0,0,0.714,0.0
1988 Summer,TTO,6,3,9,23.667,173.833,66.667,1,1,0,1988,0,0,0,0,0,0.667,0.0
1988 Summer,TUN,41,6,14,24.463,180.39,73.024,1,1,0,1988,0,0,0,0,0,2.929,0.0
1988 Summer,TUR,40,9,39,24.1,171.7,68.525,1,1,0,1988,1,1,0,1,2,1.026,0.0
1988 Summer,UAE,3,1,13,19.0,171.333,62.333,1,1,0,1988,0,0,0,0,0,0.231,0.0
1988 Summer,UGA,24,3,22,23.542,170.75,63.958,1,1,0,1988,0,0,0,0,0,1.091,0.0
1988 Summer,URS,479,27,221,24.934,179.678,76.844,1,1,0,1988,134,67,99,1,300,2.167,0.33
1988 Summer,URU,15,8,14,24.333,179.133,77.467,1,1,0,1988,0,0,0,0,0,1.071,0.0
1988 Summer,USA,524,27,228,25.731,179.025,73.887,1,1,0,1988,87,66,54,1,207,2.298,0.261
1988 Summer,VAN,4,2,6,22.75,169.5,62.5,1,1,0,1988,0,0,0,0,0,0.667,0.0
1988 Summer,VEN,16,7,14,23.438,169.188,63.812,1,1,0,1988,0,0,0,0,0,1.143,0.0
1988 Summer,VIE,9,6,12,24.0,165.222,55.0,1,1,0,1988,0,0,0,0,0,0.75,0.0
1988 Summer,VIN,1,1,1,18.0,157.0,57.0,0,1,0,1988,0,0,0,0,0,1.0,0.0
1988 Summer,YAR,7,3,7,19.714,169.143,69.0,1,1,0,1988,0,0,0,0,0,1.0,0.0
1988 Summer,YMD,2,2,2,24.0,175.0,68.0,1,1,0,1988,0,0,0,0,0,1.0,0.0
1988 Summer,YUG,155,18,72,24.142,183.929,79.181,1,1,0,1988,15,27,21,1,63,2.153,0.333
1988 Summer,ZAM,28,3,11,23.929,172.5,68.893,1,1,0,1988,0,0,0,0,0,2.545,0.0
1988 Summer,ZIM,29,10,38,26.069,174.793,68.862,1,1,0,1988,0,0,0,0,0,0.763,0.0
1988 Winter,AND,1,1,3,17.0,173.0,71.0,1,0,0,1988,0,0,0,0,0,0.333,0.0
1988 Winter,ARG,4,3,9,22.5,180.5,78.25,1,0,0,1988,0,0,0,0,0,0.444,0.0
1988 Winter,AUS,8,5,15,26.25,177.5,75.75,1,0,0,1988,0,0,0,0,0,0.533,0.0
1988 Winter,AUT,59,10,39,24.542,179.441,77.322,1,0,0,1988,3,4,3,1,10,1.513,0.3
1988 Winter,BEL,1,1,1,22.0,165.0,47.0,0,0,0,1988,0,0,0,0,0,1.0,0.0
1988 Winter,BOL,2,1,2,29.0,173.0,63.0,1,0,0,1988,0,0,0,0,0,1.0,0.0
1988 Winter,BUL,10,5,13,25.8,177.8,77.3,1,0,0,1988,0,0,0,0,0,0.769,0.0
1988 Winter,CAN,108,10,45,23.593,175.611,73.352,1,0,1,1988,0,2,4,1,6,2.4,0.667
1988 Winter,CHI,1,1,4,20.0,180.0,87.0,1,0,0,1988,0,0,0,0,0,0.25,0.0
1988 Winter,CHN,2,1,2,21.0,175.0,72.0,1,0,0,1988,0,0,0,0,0,1.0,0.0
1988 Winter,CYP,1,1,3,20.0,186.0,85.0,1,0,0,1988,0,0,0,0,0,0.333,0.0
1988 Winter,ESP,4,3,7,21.0,167.0,57.5,1,0,0,1988,0,0,0,0,0,0.571,0.0
1988 Winter,FIJ,1,1,1,26.0,178.0,85.0,1,0,0,1988,0,0,0,0,0,1.0,0.0
1988 Winter,FIN,53,7,22,25.17,178.717,74.066,1,0,0,1988,7,22,5,1,34,2.409,0.147
1988 Winter,FRA,54,8,31,24.593,176.389,73.556,1,0,0,1988,1,0,1,1,2,1.742,0.5
1988 Winter,FRG,80,10,43,25.662,179.325,75.675,1,0,0,1988,4,7,3,1,14,1.86,0.214
1988 Winter,GBR,47,8,35,23.723,173.83,70.17,1,0,0,1988,0,0,0,0,0,1.343,0.0
1988 Winter,GDR,48,8,31,23.812,177.042,71.896,1,0,0,1988,10,15,6,1,31,1.548,0.194
1988 Winter,GRE,2,2,5,24.0,175.0,75.5,1,0,0,1988,0,0,0,0,0,0.4,0.0
1988 Winter,HUN,4,3,5,24.0,175.75,66.75,1,0,0,1988,0,0,0,0,0,0.8,0.0
1988 Winter,ISL,1,1,2,25.0,174.0,73.0,1,0,0,1988,0,0,0,0,0,0.5,0.0
1988 Winter,ISV,1,1,1,34.0,165.0,75.0,0,0,0,1988,0,0,0,0,0,1.0,0.0
1988 Winter,ITA,43,8,30,25.256,174.977,72.186,1,0,0,1988,2,1,4,1,7,1.433,0.571
1988 Winter,JAM,4,1,2,23.75,183.0,95.75,1,0,0,1988,0,0,0,0,0,2.0,0.0
1988 Winter,JPN,48,9,40,23.167,169.979,67.062,1,0,0,1988,0,0,1,1,1,1.2,1.0
1988 Winter,KOR,6,4,12,20.333,172.0,68.333,1,0,0,1988,0,0,0,0,0,0.5,0.0
1988 Winter,LIE,6,2,12,24.167,172.667,66.5,1,0,0,1988,0,0,1,1,1,0.5,1.0
1988 Winter,LUX,1,1,3,24.0,178.0,82.0,1,0,0,1988,0,0,0,0,0,0.333,0.0
1988 Winter,MEX,2,2,6,26.0,179.0,86.0,1,0,0,1988,0,0,0,0,0,0.333,0.0
1988 Winter,MON,2,1,1,29.0,181.5,89.5,1,0,0,1988,0,0,0,0,0,2.0,0.0
1988 Winter,NED,8,1,10,22.875,176.375,71.125,1,0,0,1988,3,1,1,1,5,0.8,0.2
1988 Winter,NOR,54,7,30,24.889,179.944,76.537,1,0,0,1988,0,5,3,1,8,1.8,0.375
1988 Winter,NZL,4,2,9,23.0,175.75,71.75,1,0,0,1988,0,0,0,0,0,0.444,0.0
1988 Winter,PHI,1,1,1,35.0,175.0,68.0,1,0,0,1988,0,0,0,0,0,1.0,0.0
1988 Winter,POL,32,6,16,25.531,177.625,75.469,1,0,0,1988,0,0,0,0,0,2.0,0.0
1988 Winter,PRK,2,1,7,20.5,164.0,56.5,1,0,0,1988,0,0,0,0,0,0.286,0.0
1988 Winter,PUR,1,1,1,40.0,185.0,105.0,1,0,0,1988,0,0,0,0,0,1.0,0.0
1988 Winter,ROU,5,3,11,20.0,172.4,69.0,1,0,0,1988,0,0,0,0,0,0.455,0.0
1988 Winter,SMR,3,2,5,23.667,183.667,82.0,1,0,0,1988,0,0,0,0,0,0.6,0.0
1988 Winter,SUI,67,7,28,25.254,178.373,76.925,1,0,0,1988,8,7,5,1,20,2.393,0.25
1988 Winter,SWE,67,9,34,24.791,179.164,75.269,1,0,0,1988,7,0,23,1,30,1.971,0.767
1988 Winter,TCH,40,6,19,24.725,178.425,76.55,1,0,0,1988,0,1,3,1,4,2.105,0.75
1988 Winter,TPE,7,4,8,24.286,171.571,72.429,1,0,0,1988,0,0,0,0,0,0.875,0.0
1988 Winter,TUR,4,2,5,23.5,176.25,68.0,1,0,0,1988,0,0,0,0,0,0.8,0.0
1988 Winter,URS,92,10,38,24.543,177.663,75.652,1,0,0,1988,39,14,12,1,65,2.421,0.185
1988 Winter,USA,109,10,46,23.55,175.413,73.0,1,0,0,1988,2,1,4,1,7,2.37,0.571
1988 Winter,YUG,14,7,20,23.071,177.786,68.429,1,0,0,1988,0,5,1,1,6,0.7,0.167
1992 Summer,AHO,2,2,2,30.0,178.0,83.5,1,1,0,1992,0,0,0,0,0,1.0,0.0
1992 Summer,ALB,1,1,1,23.0,163.0,57.0,0,1,0,1992,0,0,0,0,0,1.0,0.0
1992 Summer,ALG,21,5,21,23.619,170.429,62.762,1,1,0,1992,1,0,1,1,2,1.0,0.5
1992 Summer,AND,6,3,3,21.667,171.167,63.667,1,1,0,1992,0,0,0,0,0,2.0,0.0
1992 Summer,ANG,21,4,15,24.238,185.286,81.095,1,1,0,1992,0,0,0,0,0,1.4,0.0
1992 Summer,ANT,8,2,11,23.125,172.5,63.125,1,1,0,1992,0,0,0,0,0,0.727,0.0
1992 Summer,ARG,51,14,39,25.647,176.569,74.608,1,1,0,1992,0,0,2,1,2,1.308,1.0
1992 Summer,ARU,4,2,3,28.5,171.25,67.25,1,1,0,1992,0,0,0,0,0,1.333,0.0
1992 Summer,AUS,202,25,143,25.03,179.5,75.827,1,1,0,1992,13,23,16,1,52,1.413,0.308
1992 Summer,AUT,96,17,68,26.219,179.458,74.885,1,1,0,1992,0,6,0,1,6,1.412,0.0
1992 Summer,BAH,12,4,11,25.333,180.583,76.75,1,1,0,1992,0,0,1,1,1,1.091,1.0
1992 Summer,BAN,4,1,4,24.0,169.25,62.75,1,1,0,1992,0,0,0,0,0,1.0,0.0
1992 Summer,BAR,10,4,11,22.3,180.4,75.6,1,1,0,1992,0,0,0,0,0,0.909,0.0
1992 Summer,BEL,66,17,69,25.879,176.742,72.197,1,1,0,1992,0,1,2,1,3,0.957,0.667
1992 Summer,BEN,5,2,4,22.4,172.8,68.8,1,1,0,1992,0,0,0,0,0,1.25,0.0
1992 Summer,BER,7,3,8,25.429,174.429,72.857,1,1,0,1992,0,0,0,0,0,0.875,0.0
1992 Summer,BHU,3,1,4,26.667,163.667,59.0,1,1,0,1992,0,0,0,0,0,0.75,0.0
1992 Summer,BIH,5,2,6,31.0,176.4,84.8,1,1,0,1992,0,0,0,0,0,0.833,0.0
1992 Summer,BIZ,9,2,9,23.0,177.778,69.111,1,1,0,1992,0,0,0,0,0,1.0,0.0
1992 Summer,BOL,8,3,9,28.125,169.75,57.375,1,1,0,1992,0,0,0,0,0,0.889,0.0
1992 Summer,BOT,6,2,6,27.667,176.833,67.167,1,1,0,1992,0,0,0,0,0,1.0,0.0
1992 Summer,BRA,129,19,83,25.698,182.326,76.023,1,1,0,1992,12,1,0,1,13,1.554,0.0
1992 Summer,BRN,9,2,10,25.444,168.889,77.0,1,1,0,1992,0,0,0,0,0,0.9,0.0
1992 Summer,BUL,125,17,108,23.872,174.336,72.16,1,1,0,1992,3,7,7,1,17,1.157,0.412
1992 Summer,BUR,3,1,3,24.667,189.667,82.333,1,1,0,1992,0,0,0,0,0,1.0,0.0
1992 Summer,CAF,5,1,5,21.8,183.6,72.6,1,1,0,1992,0,0,0,0,0,1.0,0.0
1992 Summer,CAN,290,24,199,25.793,176.514,71.914,1,1,0,1992,27,5,12,1,44,1.457,0.273
1992 Summer,CAY,7,3,5,24.857,179.286,73.714,1,1,0,1992,0,0,0,0,0,1.4,0.0
1992 Summer,CGO,5,1,5,23.4,175.0,66.8,1,1,0,1992,0,0,0,0,0,1.0,0.0
1992 Summer,CHA,4,1,5,20.75,176.25,63.75,1,1,0,1992,0,0,0,0,0,0.8,0.0
1992 Summer,CHI,9,5,10,27.667,175.778,74.111,1,1,0,1992,0,0,0,0,0,0.9,0.0
1992 Summer,CHN,234,23,141,22.917,174.218,69.113,1,1,0,1992,18,44,17,1,79,1.66,0.215
1992 Summer,CIV,10,2,8,23.2,175.7,71.3,1,1,0,1992,0,0,0,0,0,1.25,0.0
1992 Summer,CMR,7,1,8,23.571,168.286,62.429,1,1,0,1992,0,0,0,0,0,0.875,0.0
1992 Summer,COD,8,3,6,26.0,176.375,67.25,1,1,0,1992,0,0,0,0,0,1.333,0.0
1992 Summer,COK,2,2,2,22.5,172.5,86.5,1,1,0,1992,0,0,0,0,0,1.0,0.0
1992 Summer,COL,25,9,22,25.28,171.68,66.04,1,1,0,1992,0,0,1,1,1,1.136,1.0
1992 Summer,CRC,7,3,10,29.286,177.857,67.0,1,1,0,1992,0,0,0,0,0,0.7,0.0
1992 Summer,CRO,28,10,19,23.857,191.5,88.536,1,1,0,1992,0,12,3,1,15,1.474,0.2
1992 Summer,CUB,134,16,77,24.493,177.664,76.701,1,1,0,1992,39,11,13,1,63,1.74,0.206
1992 Summer,CYP,8,4,10,24.75,178.75,75.75,1,1,0,1992,0,0,0,0,0,0.8,0.0
1992 Summer,DEN,56,12,54,27.196,181.286,75.339,1,1,0,1992,2,2,7,1,11,1.037,0.636
1992 Summer,DJI,5,2,4,27.6,174.8,59.8,1,1,0,1992,0,0,0,0,0,1.25,0.0
1992 Summer,DOM,3,2,3,23.0,159.333,58.333,1,1,0,1992,0,0,0,0,0,1.0,0.0
1992 Summer,ECU,9,3,10,26.444,161.667,55.556,1,1,0,1992,0,0,0,0,0,0.9,0.0
1992 Summer,EGY,22,10,23,25.727,178.864,81.727,1,1,0,1992,0,0,0,0,0,0.957,0.0
1992 Summer,ESA,1,1,1,24.0,185.0,86.0,1,1,0,1992,0,0,0,0,0,1.0,0.0
1992 Summer,ESP,274,27,161,24.971,177.785,72.058,1,1,1,1992,26,15,2,1,43,1.702,0.047
1992 Summer,EST,37,13,35,24.432,182.405,81.351,1,1,0,1992,1,0,2,1,3,1.057,0.667
1992 Summer,ETH,13,2,8,21.538,167.923,57.308,1,1,0,1992,1,0,2,1,3,1.625,0.667
1992 Summer,EUN,371,27,211,25.628,179.957,76.446,1,1,0,1992,69,54,48,1,171,1.758,0.281
1992 Summer,FIJ,14,4,28,26.714,178.714,77.357,1,1,0,1992,0,0,0,0,0,0.5,0.0
1992 Summer,FIN,88,16,85,26.307,177.773,74.443,1,1,0,1992,1,4,2,1,7,1.035,0.286
1992 Summer,FRA,339,25,196,26.204,177.796,72.044,1,1,0,1992,9,5,43,1,57,1.73,0.754
1992 Summer,GAB,2,2,2,22.0,175.0,69.0,1,1,0,1992,0,0,0,0,0,1.0,0.0
1992 Summer,GAM,4,1,3,25.25,172.0,65.0,1,1,0,1992,0,0,0,0,0,1.333,0.0
1992 Summer,GBR,366,23,202,26.156,177.09,71.388,1,1,0,1992,8,3,39,1,50,1.812,0.78
1992 Summer,GEQ,1,1,1,24.0,176.0,77.0,1,1,0,1992,0,0,0,0,0,1.0,0.0
1992 Summer,GER,460,26,236,25.398,180.854,75.583,1,1,0,1992,80,57,60,1,197,1.949,0.305
1992 Summer,GHA,14,3,10,22.857,177.214,68.857,1,1,0,1992,0,0,3,1,3,1.4,1.0
1992 Summer,GRE,52,12,40,24.981,178.538,79.712,1,1,0,1992,2,0,0,1,2,1.3,0.0
1992 Summer,GUA,5,4,6,22.8,172.2,60.6,1,1,0,1992,0,0,0,0,0,0.833,0.0
1992 Summer,GUI,4,1,7,21.75,173.5,60.25,1,1,0,1992,0,0,0,0,0,0.571,0.0
1992 Summer,GUM,10,5,14,27.2,177.1,69.9,1,1,0,1992,0,0,0,0,0,0.714,0.0
1992 Summer,GUY,6,3,7,23.333,173.333,65.333,1,1,0,1992,0,0,0,0,0,0.857,0.0
